(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
(0, 2, 6, 19, 3, 32, 1, 14, 10, 8, 12, 29, 15, 4, 21, 24, 7, 9, 17, 35, 18, 13, 45, 43, 22, 5, 28, 34, 20, 37, 54, 11, 59, 44, 23, 53, 41, 25, 50, 48, 51, 31, 38, 36, 33, 55, 16, 46, 58, 60, 27, 57, 62, 47, 26, 56, 30, 61, 40, 52, 39, 42, 63, 49)
